,timestamp,ETH/USDT_open,ETH/USDT_high,ETH/USDT_low,ETH/USDT_close,ETH/USDT_volume,ETH/USDT_zscore
2196,2025-01-06,3635.99,3744.52,3610.63,3687.44,233202.10615,0.25413141501408293
2197,2025-01-07,3687.44,3700.65,3356.97,3381.3,211789.22576,-1.0721902369471246
2198,2025-01-08,3381.3,3414.85,3208.53,3327.29,316599.9909,-1.2538701232019127
2199,2025-01-09,3327.29,3357.27,3158.01,3219.19,275596.6796,-1.6115635006610645
2200,2025-01-10,3219.19,3322.11,3195.36,3267.04,215721.76349,-1.3373486962258503
2201,2025-01-11,3267.04,3320.18,3218.89,3282.82,110808.9364,-1.2129091215346646
2202,2025-01-12,3282.82,3299.99,3224.8,3267.3,79376.80279,-1.2160503658311133
2203,2025-01-13,3267.3,3338.87,2925.97,3137.5,165851.29671,-1.6195639877403116
2204,2025-01-14,3137.5,3256.67,3126.05,3224.99,78440.23743,-1.2186197156205112
2205,2025-01-15,3224.99,3473.72,3186.77,3450.81,61670.40641,-0.32311450249515455
2206,2025-01-16,3450.81,3460.2,3265.74,3308.04,76152.43301,-0.8481428938203073
2207,2025-01-17,3308.04,3525.68,3307.5,3473.59,127867.17633,-0.12417362232492526
2208,2025-01-18,3473.59,3494.38,3227.11,3307.71,169439.78147,-0.7986352138441667
2209,2025-01-19,3307.71,3448.99,3130.49,3214.56,227995.38443,-1.1422697236863295
2210,2025-01-20,3214.56,3453.51,3143.83,3283.87,233298.39698,-0.8048452177943464
2211,2025-01-21,3283.87,3368.14,3204.74,3327.54,151492.1692,-0.5764872489318998
2212,2025-01-22,3327.54,3365.99,3222.92,3242.6,128479.20431,-0.930377063395075
2213,2025-01-23,3242.6,3347.75,3185.68,3337.62,165692.82611,-0.4379732687322466
2214,2025-01-24,3337.62,3427.39,3275.9,3309.92,145348.45093,-0.5492894944113627
2215,2025-01-25,3309.92,3350.52,3269.38,3318.77,96648.84718,-0.47590603637540296
2216,2025-01-26,3318.77,3361.49,3230.01,3233.93,101742.45792,-1.0740541862472452
2217,2025-01-27,3233.93,3253.88,3021.64,3182.43,247659.38761,-1.4149272800503103
2218,2025-01-28,3182.43,3223.02,3040.03,3077.72,157676.39112,-2.0470953538374164
2219,2025-01-29,3077.72,3182.39,3054.36,3113.89,153093.0538,-1.666917502680612
2220,2025-01-30,3113.89,3283.29,3091.87,3247.39,119799.99815,-0.6893016122972424
2221,2025-01-31,3247.39,3437.31,3213.8,3300.99,220050.98171,-0.3113273352119413
2222,2025-02-01,3300.99,3331.69,3102.32,3117.55,151061.21123,-1.5230324792106709
2223,2025-02-02,3117.55,3163.2,2751.26,2869.68,278012.62155,-2.8295300287574614
2224,2025-02-03,2869.68,2921.11,2132.27,2879.9,479166.87621,-2.482801607465718
2225,2025-02-04,2879.9,2888.42,2633.19,2731.18,367932.76646,-2.8838503149251165
2226,2025-02-05,2731.18,2826.31,2699.21,2788.24,229893.92248,-2.3336987194297265
2227,2025-02-06,2788.24,2856.8,2655.91,2686.63,218743.6662,-2.5087054506573954
2228,2025-02-07,2686.63,2797.5,2563.18,2622.1,198610.03516,-2.486680666838649
2229,2025-02-08,2622.1,2667.05,2588.81,2632.46,161383.68838,-2.219691604505872
2230,2025-02-09,2632.46,2698.45,2523.62,2627.15,112875.62172,-2.0538487557881275
2231,2025-02-10,2627.15,2693.78,2559.97,2661.19,151490.46006,-1.7967729959302918
2232,2025-02-11,2661.19,2725.0,2560.0,2602.59,191538.85583,-1.855422966596545
2233,2025-02-12,2602.59,2795.0,2548.0,2737.41,178072.76464,-1.3456879063716185
2234,2025-02-13,2737.41,2757.27,2613.19,2675.86,140920.44607,-1.4821408274269685
2235,2025-02-14,2675.86,2791.77,2664.5,2725.47,129313.11963,-1.2645451294344225
2236,2025-02-15,2725.47,2739.0,2664.76,2693.03,72810.55258,-1.3325395819088597
2237,2025-02-16,2693.03,2726.24,2651.94,2661.4,75493.38119,-1.367451981896475
2238,2025-02-17,2661.4,2849.42,2638.75,2744.04,159637.16339,-1.0269287068499844
2239,2025-02-18,2744.04,2756.81,2605.93,2671.99,142346.99468,-1.2119318216908708
2240,2025-02-19,2671.99,2736.59,2656.04,2715.57,91633.06098,-1.010882008245521
